dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,-88.958791,-66.692918,-126.253752,-27.349902,7.294677,-40.46394,-0.552027
0.010000,-89.191732,-66.834918,-126.526563,-27.281115,6.878689,-41.598818,-0.542854
0.010000,-89.425416,-66.97444,-126.798729,-27.216595,6.451961,-42.672752,-0.533635
0.010000,-89.65986,-67.111493,-127.070294,-27.156443,6.015189,-43.677201,-0.524373
0.010000,-89.895082,-67.246086,-127.341301,-27.100752,5.569134,-44.60548,-0.51507
0.010000,-90.131102,-67.378232,-127.611797,-27.049606,5.114554,-45.458073,-0.505731
0.010000,-90.367941,-67.50794,-127.881828,-27.003083,4.652311,-46.224243,-0.496358
0.010000,-90.605618,-67.635221,-128.15144,-26.961251,4.183236,-46.907529,-0.486955
0.010000,-90.844155,-67.760087,-128.420682,-26.924168,3.708253,-47.498262,-0.477525
0.010000,-91.083572,-67.882547,-128.689601,-26.891885,3.228304,-47.994882,-0.468071
0.010000,-91.323892,-68.002614,-128.958245,-26.864442,2.744315,-48.39898,-0.458598
0.010000,-91.565137,-68.120298,-129.226664,-26.841869,2.257308,-48.700629,-0.449109
0.010000,-91.807329,-68.23561,-129.494906,-26.824187,1.768235,-48.907299,-0.439607
0.010000,-92.05049,-68.34856,-129.76302,-26.811405,1.27816,-49.007544,-0.430096
0.010000,-92.294187,-68.458955,-130.030555,-26.753469,5.793593,451.543349,-0.420596
0.010000,-92.537361,-68.566349,-130.296388,-26.583372,17.009713,1121.611918,-0.411154
0.010000,-92.779245,-68.670468,-130.559729,-26.334079,24.929272,791.95595,-0.401803
0.010000,-93.019673,-68.77132,-130.820452,-26.072309,26.177011,124.7739,-0.392551
0.010000,-93.258633,-68.868981,-131.078599,-25.814698,25.76113,-41.588155,-0.383402
0.010000,-93.496115,-68.963525,-131.334209,-25.560938,25.376002,-38.512748,-0.374358
0.010000,-93.732104,-69.055026,-131.587316,-25.310725,25.02128,-35.472209,-0.365423
0.010000,-93.966586,-69.143556,-131.837954,-25.063761,24.696458,-32.482178,-0.356597
0.010000,-94.199545,-69.229184,-132.086151,-24.819751,24.400925,-29.553318,-0.347884
0.010000,-94.430963,-69.311979,-132.331935,-24.578411,24.134015,-26.691026,-0.339286
0.010000,-94.660825,-69.39201,-132.57533,-24.339462,23.894948,-23.90668,-0.330804
0.010000,-94.889108,-69.469341,-132.816356,-24.102632,23.682925,-21.202258,-0.322439
0.010000,-95.115795,-69.544038,-133.055033,-23.867662,23.49704,-18.588491,-0.314194
0.010000,-95.340863,-69.616166,-133.291376,-23.634299,23.336297,-16.07438,-0.306068
0.010000,-95.564291,-69.685785,-133.525399,-23.402301,23.199823,-13.647376,-0.298064
0.010000,-95.786055,-69.752958,-133.757113,-23.171436,23.086517,-11.330562,-0.290182
0.010000,-96.006132,-69.817746,-133.986528,-22.941482,22.995365,-9.115202,-0.282422
0.010000,-96.224496,-69.880207,-134.21365,-22.712228,22.925373,-6.999238,-0.274786
0.010000,-96.441124,-69.940399,-134.438485,-22.483474,22.875394,-4.997923,-0.267273
0.010000,-96.655988,-69.998381,-134.661035,-22.255031,22.844353,-3.104013,-0.259883
